split,model_name,feature_set,threshold,transaction_cost,strategy_n_days,strategy_cumulative_return,strategy_annualized_return,strategy_annualized_volatility,strategy_sharpe,strategy_max_drawdown,strategy_avg_daily_return,buy_hold_n_days,buy_hold_cumulative_return,buy_hold_annualized_return,buy_hold_annualized_volatility,buy_hold_sharpe,buy_hold_max_drawdown,buy_hold_avg_daily_return,exposure,trades,win_rate_when_in_market
oos_expanding,Logit,all,0.4,0.0,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,1.0,1,0.5444117647058824
oos_expanding,Logit,all,0.4,0.0001,3400,4.658676051557984,0.13707589314143065,0.19611861782528234,0.7534580145222779,-0.3392495902426056,0.0005863775571328994,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,1.0,1,0.5444117647058824
oos_expanding,Logit,all,0.4,0.0005,3400,4.656420019548479,0.13704228676627994,0.19611823815769464,0.7533083038400256,-0.33924959024260526,0.0005862599100740759,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,1.0,1,0.5444117647058824
oos_expanding,Logit,all,0.45,0.0,3400,4.474365030094333,0.13428858225649676,0.19548281920087904,0.7427174640981149,-0.33924959024260537,0.0005761448561572507,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.9941176470588236,33,0.5440828402366864
oos_expanding,Logit,all,0.45,0.0001,3400,4.456369413130819,0.13401179889664427,0.19548063208769537,0.7414745592356649,-0.33924959024260526,0.0005751742679219567,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.9941176470588236,33,0.5440828402366864
oos_expanding,Logit,all,0.45,0.0005,3400,4.384958866652809,0.13290506471139651,0.19547312287686178,0.7364979924418953,-0.3392495902426055,0.0005712919149807802,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.9941176470588236,33,0.5440828402366864
oos_expanding,Logit,all,0.5,0.0,3400,4.245084485627809,0.13069731499916148,0.19165237627489753,0.7371096153134785,-0.3392495902426055,0.0005605905132932688,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.9732352941176471,75,0.543064369900272
oos_expanding,Logit,all,0.5,0.0001,3400,4.205916442328994,0.13006932406853577,0.19165190747710295,0.7342109392455375,-0.33924959024260537,0.0005583846309403277,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.9732352941176471,75,0.543064369900272
oos_expanding,Logit,all,0.5,0.0005,3400,4.052109547491396,0.12756021995517752,0.19165286961367317,0.7226053951832797,-0.33924959024260504,0.000549561101528563,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.9732352941176471,75,0.543064369900272
oos_expanding,Logit,all,0.55,0.0,3400,2.613930791445122,0.09990747163758473,0.14891102315189378,0.7138248812485639,-0.2613488342498379,0.0004218110849920743,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.5044117647058823,806,0.5422740524781341
oos_expanding,Logit,all,0.55,0.0001,3400,2.334200357996412,0.09335932621341514,0.14890547942760068,0.6737328367680342,-0.2637141087594048,0.00039810520263913317,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.5044117647058823,806,0.5422740524781341
oos_expanding,Logit,all,0.55,0.0005,3400,1.4154839596456408,0.06754789120200866,0.14891392103059922,0.5132292610681606,-0.27310204699607965,0.00030328167322736846,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.5044117647058823,806,0.5422740524781341
oos_expanding,Logit,all,0.6,0.0,3400,0.2146537877839605,0.01451721596529687,0.05756948957028284,0.2791465084544579,-0.13293494090157176,6.377111907559438e-05,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.045588235294117645,118,0.5741935483870968
oos_expanding,Logit,all,0.6,0.0001,3400,0.20041679202196594,0.013631050428951186,0.057555077306299704,0.26402073427659906,-0.1334648075118967,6.0300530840300274e-05,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.045588235294117645,118,0.5741935483870968
oos_expanding,Logit,all,0.6,0.0005,3400,0.1451045904079291,0.010093239660506015,0.05751207758074154,0.20338998907068126,-0.13558157686107053,4.641817789912378e-05,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.045588235294117645,118,0.5741935483870968
oos_expanding,XGB,all,0.4,0.0,3400,3.7589882532419923,0.12257609668386116,0.19490501677803626,0.6910794409531553,-0.33924959024260537,0.0005345033731505185,3400,4.659240059560361,0.13708429279687295,0.1961187221901233,0.7534954058029174,-0.3392495902426055,0.0005864069688976054,0.9944117647058823,33,0.543921916592724
