feature,corr_with_next_day_return,corr_with_next_day_direction
avg_general_sentiment,-0.007692227819719896,0.007357402857807457
avg_finance_sentiment,-0.011969518253028288,0.022012516596214622
positive_headline_share,-0.006703641917478579,0.0002673408962492374
negative_headline_share,0.0003926617454825748,-0.032418716340781396
net_positive_negative_share,-0.004953479734670262,0.020930416900565223
finance_sentiment_std,0.014341326939992134,-0.021963556133475916
headline_count,0.02157452560162046,-0.00941536895829866
